location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,house_type,latitude,longitude,coordinates,buy_price,type,price tag
"666 Chapel Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-139167947,"1201/666 Chapel Street, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/4b7089490efcc9cdc1c940a5d22f83dc3a23669cc299ab0ef53a1ebd89e3a5c5/image.jpg,Apartment,-37.835803,144.9963495,"(144.9963495, -37.835803)",1340000,buy,"Private Sale $1,290,000 - $1,390,000"
"319 Young Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-townhouse-vic-fitzroy-140202615,"319 Young Street, Fitzroy, Vic 3065",2,1,1,0,https://i2.au.reastatic.net/{size}/188034d9e4259efabd8b0381e01db83970a5a9fb2b8da4479505266f2f2bc77b/image.jpg,Townhouse,-37.8003644,144.9792619,"(144.9792619, -37.8003644)",799000,buy,"Private Sale $799,000"
"124 Nicholson Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-house-vic-abbotsford-140202603,"124 Nicholson Street, Abbotsford, Vic 3067",2,1,0,0,https://i2.au.reastatic.net/{size}/c1aa92f2f1ae6b098cc03e62488109df1e6e4f8e3fd33663d41a738a604619fa/image.jpg,House,-37.8029498,144.997203,"(144.997203, -37.8029498)",1150000,buy,1150000 
"33 Seacombe Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-140202399,"33 Seacombe Street, Fitzroy North, Vic 3068",3,2,0,0,https://i2.au.reastatic.net/{size}/d3e56b3176d6bbf0c9a1f8992b6dadccb24c0709be87d841cc663fb1f2f00d0b/image.jpg,House,-37.78434137,144.980657,"(144.98065703333333, -37.784341366666666)",2050000,buy,"Private Sale $2,050,000"
"22 Thomson Street, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-140330615,"1/22 Thomson Street, Northcote, Vic 3070",2,1,1,0,https://i2.au.reastatic.net/{size}/963180f91b3e4cbc4189a29969bd0e0f0c2e540298619826edc2ac501e633e05/image.jpg,Apartment,-37.7801774,145.0081137,"(145.0081137, -37.7801774)",720000,buy,720000 
"121 Rathdowne Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-139946239,"50/121 Rathdowne Street, Carlton, Vic 3053",3,1,2,0,https://i2.au.reastatic.net/{size}/02c1360163ea1783823db61a47058aa4c205daf4d2bd3b000951ff88ef5da694/image.jpg,Apartment,-37.8009474,144.9699731,"(144.9699731, -37.8009474)",748000,buy,748000 
"63 Whiteman Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140329823,"2011/63 Whiteman Street, Southbank, Vic 3006",1,1,1,0,https://i2.au.reastatic.net/{size}/f0a0491f929d9f3d66ee73e6b3f28bd8836a9b663feb0a0753671545ea7c8d5d/image.jpg,Apartment,-37.825877,144.956901,"(144.956901, -37.825877)",512500,buy,"$495,000 - $530,000"
"278-282 Kings Way, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-139312967,"5/278-282 Kings Way, South Melbourne, Vic 3205",3,2,1,0,https://i2.au.reastatic.net/{size}/4aea3cc6195d91d5029776dfe2c0fe54d0e330379ac1ca71aeb65991ac2d1c4f/image.jpg,Apartment,-37.8296186,144.9638419,"(144.9638419, -37.8296186)",1100000,buy,1100000 
"80 A‘BECKETT STREET, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140200607,"3313/80 A‘BECKETT STREET, Melbourne, Vic 3004",1,1,0,0,https://i2.au.reastatic.net/{size}/3bdb482ca172238ecc50c1fce2478e759c3e323ed0650e57428075d99ff0848e/image.png,Apartment,-37.8088044,144.9624828,"(144.9624828, -37.8088044)",380000,buy,380000 
"470 Punt Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140328163,"15/470 Punt Road, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/42bc08d72f09127981a02f54a31fb1f8e5f504b2a3b624724b56917a5bb044e2/image.jpg,Apartment,-37.8367257,144.9868596,"(144.9868596, -37.8367257)",360000,buy,"$345,000-$375,000"
"1A St Kilda Road, St Kilda, Vic 3182",https://www.realestate.com.au/property-serviced+apartment-vic-st+kilda-137360954,"22/1A St Kilda Road, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/755c8fb98e073a582547fd27ce7c950ec506a8bc300991721541f45f9445a972/image.jpg,Serviced Apartment,-37.8611312,144.9843436,"(144.9843436, -37.8611312)",399000,buy,399000 
"1117 Hoddle Street, East Melbourne, Vic 3002",https://www.realestate.com.au/property-house-vic-east+melbourne-140327911,"1117 Hoddle Street, East Melbourne, Vic 3002",3,1,0,0,https://i2.au.reastatic.net/{size}/d078366167b63f1edefb885abbaaf24a68b68904c03f9d159a6908f651632e70/image.jpg,House,-37.8107164,144.9910951,"(144.9910951, -37.8107164)",1225000,buy,"Private Sale $1,225,000"
"55 Queens Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140327463,"114/55 Queens Road, Melbourne, Vic 3004",3,2,2,0,https://i2.au.reastatic.net/{size}/0585de0bdfc309158d118acd3345aae26ebaf532dce2a904094ed70b994773a9/image.jpg,Apartment,-37.8476661,144.9780037,"(144.9780037230969, -37.8476661)",780000,buy,780000 
"415 Abbotsford Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-townhouse-vic-north+melbourne-140323019,"1/415 Abbotsford Street, North Melbourne, Vic 3051",1,1,1,0,https://i2.au.reastatic.net/{size}/dcb97633775d7c5fbc085fb1f3353245de932094f59f8c6a248c3040cbb94f48/image.jpg,Townhouse,-37.79684917,144.9464203,"(144.94642030666665, -37.796849173333335)",520000,buy,520000 
"888 Collins Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140072459,"702W/888 Collins Street, Docklands, Vic 3008",1,1,0,0,https://i2.au.reastatic.net/{size}/70b40977ae8b0032925ab8c151a91164fb6368fbd4514e79dd242882eda0a0d5/image.jpg,Apartment,-37.8204349,144.9422792,"(144.9422792, -37.8204349)",438000,buy,"Private Sale $438,000"
"5-7 Princes Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-140199767,"1/5-7 Princes Street, Abbotsford, Vic 3067",1,1,1,0,https://i2.au.reastatic.net/{size}/ec8bb28a7cfb55dd90c9ec92440f35e2e5d2a0f0813944fc729da7c838231ceb/image.jpg,Apartment,-37.8095167,144.99974,"(144.99974, -37.8095167)",339000,buy,339000 
"400 Victoria Parade, East Melbourne, Vic 3002",https://www.realestate.com.au/property-apartment-vic-east+melbourne-140318915,"32/400 Victoria Parade, East Melbourne, Vic 3002",2,2,1,0,https://i2.au.reastatic.net/{size}/04fbdcf72432deee41011a7691f296f395e29f72623a1cf4f66e1efbd5e2b44a/image.jpg,Apartment,-37.8085049,144.9767854,"(144.9767854, -37.8085049)",950000,buy,"Private Sale $950,000"
"151 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140198819,"3710/151 City Road, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/4f9b9acb8453abefbae3588bb359105810f5111e4f854809537372f8e7d5104d/image.jpg,Apartment,-37.823816,144.9627077,"(144.9627077, -37.823816)",420000,buy,"$400,000 - $440,000"
"55 Berry Street, East Melbourne, Vic 3002",https://www.realestate.com.au/property-house-vic-east+melbourne-140198911,"55 Berry Street, East Melbourne, Vic 3002",3,1,2,0,https://i2.au.reastatic.net/{size}/28649fb2881bc35d9ae19db35a416970cc5a690816468b098e078240fdc3cdd8/image.jpg,House,-37.8171344,144.9888082,"(144.9888082, -37.8171344)",3650000,buy,"Private Sale $3,650,000"
"71-77 Abinger Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-139448595,"609/71-77 Abinger Street, Richmond, Vic 3121",2,2,1,0,https://i2.au.reastatic.net/{size}/05672b1db86eb011688a7c9aa2970ee08bcca2f7a697a7e2d098363215e499e1/image.jpg,Apartment,-37.820376,145.0020671,"(145.0020671, -37.820376)",655000,buy,655000 
"42-48 Claremont Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140326059,"705/42-48 Claremont Street, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/34567de449f7ebcd31ab40e05cf267fdf67dc470197c4153f2601b23efdd9f50/image.jpg,Apartment,-37.8377585,144.9938493,"(144.9938493, -37.8377585)",770000,buy,"$760,000 - $780,000"
"5 Curran Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-140066619,"102/5 Curran Street, North Melbourne, Vic 3051",3,2,2,0,https://i2.au.reastatic.net/{size}/9cd3dad84a5bf7789d2b9f600ae6f3ddb12f08174a02ca1bf2fe7648f7229903/image.jpg,Apartment,-37.7923652,144.9433435,"(144.9433435, -37.7923652)",1690000,buy,1690000 
"35  Queensbridge Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140569011,"5209/35  Queensbridge Street, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/63823deee29c9c32fbb1d57d11c59d18a29b64efdbe1c03bb8c78c6d68e12dee/image.jpg,Apartment,,,,988000,buy,988000 
"19 Albion Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-house-vic-south+yarra-139309759,"19 Albion Street, South Yarra, Vic 3141",4,1,2,0,https://i2.au.reastatic.net/{size}/9c99c73b7b630419a949cbab2b4cb61a3e843e22cdde59e94232fc554581bb3e/image.jpg,House,-37.843327,144.9883333,"(144.9883333, -37.843327)",2650000,buy,2650000 
"133-135 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140071043,"2207/133-135 City Road, Southbank, Vic 3006",2,1,1,0,https://i2.au.reastatic.net/{size}/b8e2e2986624b8193ab6b48cd24c6457fa19f69e5caa32ce51d464575f181a7c/image.jpg,Apartment,-37.823816,144.9627077,"(144.9627077, -37.823816)",504000,buy,"$480,000- $528,000"
"1A Campbell Grove, Northcote, Vic 3070",https://www.realestate.com.au/property-townhouse-vic-northcote-140325467,"2/1A Campbell Grove, Northcote, Vic 3070",2,2,1,0,https://i2.au.reastatic.net/{size}/1668b5b4b8010864a5fbd9f6eaac3d0a8002787ea7d2e282ead020a9b1993b8a/image.jpg,Townhouse,-37.7759691,144.9971479,"(144.9971479, -37.7759691)",840000,buy,840000 
"35 Barkly Street, Carlton, Vic 3053",https://www.realestate.com.au/property-house-vic-carlton-137661698,"35 Barkly Street, Carlton, Vic 3053",2,1,0,0,https://i2.au.reastatic.net/{size}/6c8c9c036ca5f0f390c8c8e6c0b011d2cf7b54b2fcb57a9a896f20ae08ad9a74/image.jpg,House,-37.800007,144.9713904,"(144.9713904, -37.800007)",2020000,buy,"Private Sale $2,020,000"
"37 Reed Street, Albert Park, Vic 3206",https://www.realestate.com.au/property-house-vic-albert+park-140325115,"37 Reed Street, Albert Park, Vic 3206",2,1,1,0,https://i2.au.reastatic.net/{size}/fc5bde07cbe11d04475ed196a102162463c26279561260f2d409ce06374c34f7/image.jpg,House,-37.8466655,144.9484865,"(144.9484865, -37.8466655)",1750000,buy,1750000 
"4 Acacia Place, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-140568495,"413/4 Acacia Place, Abbotsford, Vic 3067",2,2,1,0,https://i2.au.reastatic.net/{size}/6dc2386af8b9460693a5e85679a8dd66a65ee087712669d02daf619b9f4ab258/image.jpg,Apartment,-37.8116124,145.0138185,"(145.0138185, -37.8116124)",630000,buy,630000 
"40 Adams Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-townhouse-vic-south+yarra-140197527,"G01/40 Adams Street, South Yarra, Vic 3141",3,2,2,0,https://i2.au.reastatic.net/{size}/89aafa85cfa3094f565e97d9db9ee37cbab01fe293aac94ff60eab751f671d2d/image.jpg,Townhouse,-37.8355577,144.9775567,"(144.9775567, -37.8355577)",1975000,buy,1975000 
"58 Stead Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-140070139,"302/58 Stead Street, South Melbourne, Vic 3205",1,1,1,0,https://i2.au.reastatic.net/{size}/6a3b6261201b5a970f140b2f213ff75bb7c16dd8ad3fc10d846a9ab51caab5d7/image.jpg,Apartment,-37.8354882,144.9685411,"(144.9685411, -37.8354882)",442500,buy,"$425,000 - $460,000"
"92 Stafford Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-house-vic-abbotsford-139446731,"92 Stafford Street, Abbotsford, Vic 3067",4,2,1,0,https://i2.au.reastatic.net/{size}/71821361e821f83a372d8913c0d3bc50ac431870f69e69f5786d3ccbf3239fbf/image.jpg,House,-37.8007737,144.9952782,"(144.9952782, -37.8007737)",1799000,buy,1799000 
"338 The Avenue, Parkville, Vic 3052",https://www.realestate.com.au/property-house-vic-parkville-139963819,"338 The Avenue, Parkville, Vic 3052",3,4,2,0,https://i2.au.reastatic.net/{size}/74daa11c3a5e641ac634e6d65d2ec082ad412a1030c75f27de7a795ca52e2c17/image.jpg,House,-37.7899317,144.957388,"(144.957388, -37.7899317)",4095000,buy,"$3,900,000 - $4,290,000"
"84 Cutter Street, Richmond, Vic 3121",https://www.realestate.com.au/property-unit-vic-richmond-140069891,"203/84 Cutter Street, Richmond, Vic 3121",1,1,1,0,https://i2.au.reastatic.net/{size}/4fb01d9faa60cd52f6bc3b479dd09aba1754abfdcc536c3a5116e5655fe79694/image.jpg,Unit,-37.82656285,145.0080385,"(145.00803847920713, -37.82656285)",459000,buy,459000 
"162 Chapel Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140567735,"4/162 Chapel Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/95e37076f694bd52eafe09aa993826aaa2aa08acc555b907cae47781522cebe8/image.jpg,Apartment,-37.8675631,144.9905019,"(144.9905019, -37.8675631)",285000,buy,"$275,000 - $295,000"
"310 Burnley Street, Richmond, Vic 3121",https://www.realestate.com.au/property-townhouse-vic-richmond-140069543,"1/310 Burnley Street, Richmond, Vic 3121",2,2,1,0,https://i2.au.reastatic.net/{size}/b7a4569e3df75742a5fd0200aa7a3c760e8861c9c1f3a6c36e3ab2f63bc72b24/image.jpg,Townhouse,-37.8179984,145.008519,"(145.008519, -37.8179984)",950000,buy,950000 
"12 Anchor Place, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-140323587,"102/12 Anchor Place, Prahran, Vic 3181",2,1,1,0,https://i2.au.reastatic.net/{size}/9283cf14e6276b5ee63fe10a00068ac618c10bc82767156ac5a9f0083d704690/image.jpg,Apartment,-37.8509985,144.9947157,"(144.9947157, -37.8509985)",773500,buy,"$737,000-$810,000"
"31 Grattan Street, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-140323199,"813/31 Grattan Street, Prahran, Vic 3181",1,1,1,0,https://i2.au.reastatic.net/{size}/a88319433165b378bd784ce05f08a2b0bb0da3728d2af615050ffdd59fd27c79/image.jpg,Apartment,-37.8477678,144.9912984,"(144.9912984, -37.8477678)",399000,buy,399000 
"K6  High Street, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-140196131,"G07/K6  High Street, Windsor, Vic 3181",2,2,1,0,https://i2.au.reastatic.net/{size}/f147030304f2994daa3b768f2f7770e6b536ce38f6cc0d049a40f45e6d0c188c/image.jpg,Apartment,-37.8516236,144.9916151,"(144.9916151, -37.8516236)",635000,buy,"$620,000 to $650,000"
"800 Chapel Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140322799,"1202/800 Chapel Street, South Yarra, Vic 3141",3,2,3,0,https://i2.au.reastatic.net/{size}/e1fd6b9acea2a4a51ff72633b858640085f0165c73f6a03e83310ea5084fe8a9/image.jpg,Apartment,-37.835803,144.9963495,"(144.9963495, -37.835803)",1635000,buy,"$1,590,000 - $1,680,000"
"21 Alexandra Avenue, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140567043,"3/21 Alexandra Avenue, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/80c0b23076832a5364cc1f227fc8aba680038578abe29d66c9044089a3883be4/image.jpg,Apartment,-37.8304455,144.9876454,"(144.9876454, -37.8304455)",630000,buy,"$600,000 - $660,000"
"163 Fitzroy Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140566191,"302/163 Fitzroy Street, St Kilda, Vic 3182",2,1,1,0,https://i2.au.reastatic.net/{size}/a8678a85329c58402a3f4f2fc8674c7fe17e1f7538a0a3c9628430c196f806e1/image.jpg,Apartment,-37.8582189,144.9801292,"(144.9801292, -37.8582189)",537500,buy,"$530,000 - $545,000"
"416A St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140566079,"201/416A St Kilda Road, Melbourne, Vic 3004",2,1,1,0,https://i2.au.reastatic.net/{size}/5fc4ff48c575fd3b076bbe044665372bb8b0f879e0d8532e5f1c816fa1251d4c/image.jpg,Apartment,-37.8382018,144.9763542,"(144.9763542, -37.8382018)",619500,buy,"$590,000 - $649,000"
"229 Toorak Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140194843,"1511/229 Toorak Road, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/7df78294b2f73d2f03c839951f49a7da14b036158cda1fb64ae2d3cbf237b224/image.jpg,Apartment,-37.8382074,144.985679,"(144.985679, -37.8382074)",562500,buy,"$550,000 to $575,000"
"40 Upton Road, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-140194687,"14/40 Upton Road, Windsor, Vic 3181",2,1,1,0,https://i2.au.reastatic.net/{size}/1a53c3f7c4f9f9d2d933599fcf87055e23824b3e3fc37d7f4a1f360faa3baa50/image.jpg,Apartment,-37.8526451,144.9884641,"(144.9884641, -37.8526451)",517500,buy,"$500,000 - $535,000"
"915 Collins Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140565823,"507/915 Collins Street, Docklands, Vic 3008",2,2,1,0,https://i2.au.reastatic.net/{size}/7f145ad0d93643fcd690f82a4bddc7f31a9fc288c566239b0424c4e7ee6aafdb/image.jpg,Apartment,-37.8211886,144.943805,"(144.943805, -37.8211886)",815000,buy,"$790,000 - $840,000"
"118 Dudley Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-139702311,"515/118 Dudley Street, West Melbourne, Vic 3003",2,1,2,0,https://i2.au.reastatic.net/{size}/2ce38a3b07df1d6bd905af64dade10a695449d15541cbc1d710420c88a83861f/image.jpg,Apartment,-37.811003,144.9478727,"(144.9478727, -37.811003)",545000,buy,"$530,000 - $560,000"
"171-173 Inkerman Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-139702283,"212/171-173 Inkerman Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/7a14855f414ab3773e26293b1fc079b5768d5f21d8a430aadb86de6c91b7d8a2/image.jpg,Apartment,-37.8642113,144.9826996,"(144.9826996, -37.8642113)",335000,buy,"$325,000 - $345,000"
"100 Harbour Esplanade, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140321159,"513/100 Harbour Esplanade, Docklands, Vic 3008",1,1,1,1,https://i2.au.reastatic.net/{size}/20855f5ef3f236ccb4929fdfc39d869a605b4652a63126b2b59b3fbc83dcf77d/image.jpg,Apartment,-37.8182734,144.9471193,"(144.9471193241901, -37.818273399999995)",472500,buy,"$450,000 to $495,000"
"80 Carlisle Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140565499,"401/80 Carlisle Street, St Kilda, Vic 3182",1,1,1,1,https://i2.au.reastatic.net/{size}/293af3f27f24bb6ea6120bf40d99da2592a963288430355923bbcc8ec9d3486b/image.jpg,Apartment,-37.8672255,144.9816801,"(144.9816801, -37.8672255)",387500,buy,"$370,000 to $405,000"
"32 Bray Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140565439,"503/32 Bray Street, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/328f259317c0fdd0e4133b30f4016d48019644f03c45f9b285b6c6a2bbfa4f26/image.jpg,Apartment,-37.8441104,144.9953145,"(144.9953145, -37.8441104)",210000,buy,"$200,000 - $220,000"
"33 Racecourse Road, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-137821530,"801/33 Racecourse Road, North Melbourne, Vic 3051",2,1,1,0,https://i2.au.reastatic.net/{size}/c44c13539a7628eb0b424b60792fbf30e2d90536f2cacb7a34031d13aadf074d/image.jpg,Apartment,-37.7890959,144.9398771,"(144.9398771, -37.7890959)",450000,buy,"$430,000 - $470,000"
"62 Tivoli Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-house-vic-south+yarra-140193735,"62 Tivoli Road, South Yarra, Vic 3141",4,3,2,0,https://i2.au.reastatic.net/{size}/bd94d1328bf3f61b5241f3639b6885690304162794545984f2b553385cbff2a9/image.jpg,House,-37.837139,144.9986834,"(144.9986834, -37.837139)",5350000,buy,5350000 
"570 Lygon Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-140564855,"5506/570 Lygon Street, Carlton, Vic 3053",2,1,1,0,https://i2.au.reastatic.net/{size}/797bdf76230b20a41fe59062fb4178ad3f9bc1e6053280ef16caa564c8ab419a/image.jpg,Apartment,-37.8035818,144.9663715,"(144.9663715, -37.8035818)",319000,buy,"Private Sale $319,000"
