location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,latitude,longitude,coordinates,pprice,type,house_type
"60-80 Miller Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-140482227,"3/60-80 Miller Street, West Melbourne, Vic 3003",2,2,1,0,https://i2.au.reastatic.net/{size}/25c9bd643fce5120326e210722e398230a34b12eab3cca27627afc9242f0f330/image.jpg,-37.8053771,144.9455499,"(144.9455498926543, -37.8053771)",1125000,buy,Apartment
"4 Bik Lane, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-apartment-vic-fitzroy+north-139751415,"116/4 Bik Lane, Fitzroy North, Vic 3068",1,1,1,0,https://i2.au.reastatic.net/{size}/3912ec470b5bef1aa8d85585b409bbd593fbb508a5f9fbe38505e03ba6993a22/image.jpg,-37.7842092,144.9779748,"(144.9779748, -37.7842092)",380000,buy,Apartment
"18 Waterview Walk, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140365435,"905/18 Waterview Walk, Docklands, Vic 3008",2,1,1,0,https://i2.au.reastatic.net/{size}/ec9f8f7319733d616b9e4d4f2cac5e6f3e8029799c9bf086c83fa318436afe05/image.jpg,-37.8191279,144.947233,"(144.947233, -37.8191279)",525000,buy,Apartment
"51 Caroline Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140481927,"22/51 Caroline Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/df6935a1764a7cb0bb4ede66cfe18e6e30c81b018ecef998fdf79506c10f6dcc/image.jpg,-37.834955,144.9888301,"(144.9888301, -37.834955)",675000,buy,Apartment
"350 Victoria Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-139751167,"404/350 Victoria Street, North Melbourne, Vic 3051",1,1,1,0,https://i2.au.reastatic.net/{size}/704a4b392ed33109adabd3461e55dd906029813252dcc6b209f09647e27d3cde/image.jpg,0,0,0,379000,buy,Apartment
"9 David Street, Carlton, Vic 3053",https://www.realestate.com.au/property-house-vic-carlton-140615339,"9 David Street, Carlton, Vic 3053",2,1,0,0,https://i2.au.reastatic.net/{size}/8c365dcbb4c18d05d5bef4cbd7f0d524c163df30cf3d964d14013403c229fbb7/image.jpg,-37.7970931,144.9718121,"(144.97181205287512, -37.7970931)",1300000,buy,House
"338 Kings Way, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-140239795,"411/338 Kings Way, South Melbourne, Vic 3205",1,1,1,0,https://i2.au.reastatic.net/{size}/91e072a14f3b553bed604018c7b4c514ff353424497c23257aa32df3f034be0b/image.jpg,-37.8296186,144.9638419,"(144.9638419, -37.8296186)",347500,buy,Apartment
"201 Gore Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-house-vic-fitzroy-140481803,"201 Gore Street, Fitzroy, Vic 3065",6,3,0,0,https://i2.au.reastatic.net/{size}/40ccc14a282d27319ab4ff48721ffface2398703dee1675064974f0a7b5c9e4c/image.jpg,-37.8019992,144.9824791,"(144.9824791, -37.8019992)",2875000,buy,House
"416A St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140615007,"73/416A St Kilda Road, Melbourne, Vic 3004",3,1,1,0,https://i2.au.reastatic.net/{size}/c30dacdf5911c253aa2257b35d0f741ca9cbd332df106d985e63424f9ae7c35d/image.jpg,-37.8382018,144.9763542,"(144.9763542, -37.8382018)",710000,buy,Apartment
"4 Stokehold Mews, Docklands, Vic 3008",https://www.realestate.com.au/property-townhouse-vic-docklands-140173787,"4 Stokehold Mews, Docklands, Vic 3008",2,2,2,1,https://i2.au.reastatic.net/{size}/46f1d7ff5532ac88b5772cbe660d160cf286ea8ba2ea565602c100454f624185/image.jpg,-37.8227241,144.9372091,"(144.9372091, -37.8227241)",1360000,buy,Townhouse
"389-393 Punt Road, Cremorne, Vic 3121",https://www.realestate.com.au/property-apartment-vic-cremorne-140197303,"6/389-393 Punt Road, Cremorne, Vic 3121",2,1,1,0,https://i2.au.reastatic.net/{size}/ec786b4b747a97229f9d3c4d2d94d7e385efa3a7ec4d2a958800c2e3e16ec4d1/image.jpg,-37.8246479,144.9888838,"(144.9888838, -37.8246479)",650000,buy,Apartment
"35 Albert Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-139619171,"1317/35 Albert Road, Melbourne, Vic 3004",2,2,1,0,https://i2.au.reastatic.net/{size}/6ca96ac97f70eae1196536719f9ac544b5680a55d6685d179581a8905c2b34d7/image.jpg,-37.8348149,144.9722264,"(144.9722264, -37.8348149)",615000,buy,Apartment
"1 Fitzpatrick Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-townhouse-vic-south+melbourne-139619071,"1 Fitzpatrick Street, South Melbourne, Vic 3205",3,3,2,0,https://i2.au.reastatic.net/{size}/f74c8c461f89bffecf2922f0a73a1d8674b627639f9658d6bff5116d0af3fd6c/image.jpg,-37.8330116,144.967056,"(144.967056, -37.8330116)",1600000,buy,Townhouse
"2-4 Carroll Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-house-vic-north+melbourne-140481075,"2-4 Carroll Street, North Melbourne, Vic 3051",4,2,0,0,https://i2.au.reastatic.net/{size}/ac773927da896e6dad729739616589ec3a009e162daf0b01773cf6ae992542cb/image.jpg,-37.795102,144.9458838,"(144.9458838, -37.795102)",3950000,buy,House
"183 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140481039,"96/183 City Road, Southbank, Vic 3006",1,1,1,0,https://i2.au.reastatic.net/{size}/9f5b8065476c700c06557983dd2d0ef0a172bff2fa05d2e9eee386b9d52f6399/image.jpg,-37.82491275,144.9620199,"(144.962019914163, -37.824912749999996)",407500,buy,Apartment
"71 Canterbury Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-140614387,"308/71 Canterbury Street, Richmond, Vic 3121",2,1,1,0,https://i2.au.reastatic.net/{size}/8529ab03484d152f71bc241d92bc068bb6fbe345141e710dfb2174f7846ea79e/image.jpg,-37.8232504,145.0068485,"(145.0068485, -37.8232504)",605000,buy,Apartment
"4 Tullo Place, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-140614311,"101/4 Tullo Place, Richmond, Vic 3121",2,2,1,0,https://i2.au.reastatic.net/{size}/47f29d7e3476bc8cb376641dc216132bef98a83380555105d2d8ab8d6d4382b2/image.jpg,-37.8186836,144.9996685,"(144.9996685, -37.8186836)",892500,buy,Apartment
