location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,latitude,longitude,coordinates,rent_price,type,house_type
"231 Harbour Esplanade, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-433518622,"2810/231 Harbour Esplanade, Docklands, Vic 3008",1,1,1,0,https://i2.au.reastatic.net/{size}/c26407d9f432eb30d4f242461efb0af985f2db3cd956bfe407d78ede06b7516a/image.jpg,-37.8170168,144.9459079,"(144.9459079, -37.8170168)",450 ,rent,Apartment
"1 Wrexham Rd, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-435400051,"8/1 Wrexham Rd, Windsor, Vic 3181",1,1,1,0,https://i2.au.reastatic.net/{size}/6810df257901d17fc41a3f06915c7603bd510c9a84af466e8ead714be79986b0/image.jpg,-37.8566906,145.0011149,"(145.0011149, -37.8566906)",295 ,rent,Apartment
"12 Fitzroy Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435207019,"15/12 Fitzroy Street, St Kilda, Vic 3182",2,1,1,0,https://i2.au.reastatic.net/{size}/b70e211046bc662f94efe002feb387ca4e8c21c10ddf92523b33ca6524b962c0/image.jpg,-37.8614041,144.9740617,"(144.9740617, -37.8614041)",580 ,rent,Apartment
"19 Baker Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-435206991,"19 Baker Street, Richmond, Vic 3121",3,1,0,0,https://i2.au.reastatic.net/{size}/b100fc9897f1dab9212d6ad147c72e9a4bcf281f6c5a49a89ebc0beb2f1d04d4/image.jpg,-37.8115986,145.0015515,"(145.0015515, -37.8115986)",510 ,rent,House
"673 La Trobe Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435206951,"F7/673 La Trobe Street, Docklands, Vic 3008",2,2,0,0,https://i2.au.reastatic.net/{size}/2e5a112dc2bab59e50eb156c3b2974511dac44e48529b946069ccc227fb7adb0/image.jpg,-37.8149632,144.9449635,"(144.9449635, -37.8149632)",540 ,rent,Apartment
"151 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435298811,"2615/151 City Road, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/e86065296d59d5cf1396b46bce34ff48c1407f5c2f7f8ce198a8d590ca072691/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",440 ,rent,Apartment
"72 EARL Street, Windsor, Vic 3181",https://www.realestate.com.au/property-house-vic-windsor-435399755,"72 EARL Street, Windsor, Vic 3181",2,1,0,0,https://i2.au.reastatic.net/{size}/72ebf55038966e9be99d2ac77077d83c4f77c7e87a3d6ccff1da5831a286b061/image.jpg,-37.853479,144.9943919,"(144.9943919, -37.853479)",395 ,rent,House
"69 Victoria Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-apartment-vic-fitzroy-435298759,"205/69 Victoria Street, Fitzroy, Vic 3065",1,1,1,0,https://i2.au.reastatic.net/{size}/f7bae056c94d556e06b22046f25f4e82278ad328ba28c5bc71a69085c73e5fe9/image.jpg,-37.7988255,144.9771439,"(144.9771439, -37.7988255)",470 ,rent,Apartment
"68 Leveson Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-419470470,"215/68 Leveson Street, North Melbourne, Vic 3051",1,1,1,0,https://i2.au.reastatic.net/{size}/cb3357c468c4b57c5421c5805f39869cc459c7a0addb75c3820a047f56f1f2bc/image.jpg,-37.8011917,144.9515424,"(144.9515424, -37.8011917)",430 ,rent,Apartment
"393 Spencer Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-435298351,"908/393 Spencer Street, West Melbourne, Vic 3003",1,1,1,0,https://i2.au.reastatic.net/{size}/47f6285ad97ff83d8ba4f9a31db028bc6e78402f0ed1ff412afdf35e4a87ccc5/image.jpg,-37.8076239,144.9476794,"(144.9476794, -37.8076239)",570 ,rent,Apartment
"604 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-415947773,"1209D/604 Swanston Street, Carlton, Vic 3053",2,1,1,0,https://i2.au.reastatic.net/{size}/6d8da7c16fd5be33ae6b8a7cefbaa20164701c63c981e1f74bf57987feb3de45/image.jpg,-37.80253294,144.9637997,"(144.96379965633804, -37.80253294225352)",480 ,rent,Apartment
"149 Fitzroy St, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435398835,"29/149 Fitzroy St, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/099a0860dd955fea8301eb3f8cbca58c35df8064f09e6751160e8cb179e5b47b/image.jpg,-37.8582189,144.9801292,"(144.9801292, -37.8582189)",450 ,rent,Apartment
"26 Rockley Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435398823,"5/26 Rockley Road, South Yarra, Vic 3141",3,2,2,0,https://i2.au.reastatic.net/{size}/f1c89ddabbb5f02aae31222defaf5312c1d8597a841d07286c698473a6ab83bd/image.jpg,-37.8389997,144.9996166,"(144.9996166, -37.8389997)",660 ,rent,Apartment
"133 Kerferd Road, Albert Park, Vic 3206",https://www.realestate.com.au/property-house-vic-albert+park-404810140,"133 Kerferd Road, Albert Park, Vic 3206",3,1,1,0,https://i2.au.reastatic.net/{size}/2514c6231583b85604b427b2f66302d700d1e937802c034675751f3417e1951d/image.jpg,-37.84686205,144.9545746,"(144.95457462480732, -37.84686205)",700 ,rent,House
"25-29 Coventry St, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-429739898,"1216/25-29 Coventry St, Southbank, Vic 3006",1,1,1,0,https://i2.au.reastatic.net/{size}/a88ac916ef4cded537e98093ccfded358960fb0d487595f679ed1d381b42163f/image.jpg,-37.8298122,144.9672232,"(144.9672232, -37.8298122)",450 ,rent,Apartment
"407 Cardigan Street, Carlton, Vic 3053",https://www.realestate.com.au/property-house-vic-carlton-435398655,"407 Cardigan Street, Carlton, Vic 3053",2,1,0,0,https://i2.au.reastatic.net/{size}/62b72087198586b4ede8062de636e96f275377c58b10eedcd6991b4a7af38d63/image.jpg,-37.79665095,144.9659288,"(144.96592877096407, -37.79665094629626)",430 ,rent,House
"36 Wilson Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435398707,"202/36 Wilson Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/70a80841b4102049a22e20463dc5dab786614d62e0f118f5ea6a359b357d8123/image.jpg,-37.8437501,144.9953546,"(144.9953546, -37.8437501)",500 ,rent,Apartment
"3 Herbert Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-432654130,"8/3 Herbert Street, St Kilda, Vic 3182",1,1,0,0,https://i2.au.reastatic.net/{size}/a4dca2f8c04d3a917267df751df616c936c7492c3a1750569081eebcb9bd66ac/image.jpg,-37.8713059,144.9828166,"(144.9828166, -37.8713059)",325 ,rent,Apartment
"16 Rose Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-435398519,"16 Rose Street, Richmond, Vic 3121",3,2,1,0,https://i2.au.reastatic.net/{size}/572733b8e9471790dd694a823aa951476f04ee05c815ba5490d906a37bf76aea/image.jpg,-37.8281419,144.9994984,"(144.9994984, -37.8281419)",750 ,rent,House
"16 Park Road, Prahran, Vic 3181",https://www.realestate.com.au/property-townhouse-vic-prahran-435398423,"16 Park Road, Prahran, Vic 3181",3,2,1,0,https://i2.au.reastatic.net/{size}/f63f0a47a575d91831d22f17a91fd9ec4d6564c71bfcd64466a678282f4e6f97/image.jpg,-37.8531241,145.007199,"(145.007199, -37.8531241)",900 ,rent,Townhouse
"6 Napier Place, South Melbourne, Vic 3205",https://www.realestate.com.au/property-house-vic-south+melbourne-435398411,"6 Napier Place, South Melbourne, Vic 3205",2,1,0,0,https://i2.au.reastatic.net/{size}/5124a9659190d4fd7ee572e5ca281ed2613e5f962f0f863f962f2c18b56f1331/image.jpg,-37.836556,144.9600241,"(144.9600241, -37.836556)",800 ,rent,House
"26-36 High Street, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-435398371,"53/26-36 High Street, Northcote, Vic 3070",2,1,1,0,https://i2.au.reastatic.net/{size}/93bbcf44cad6336b47a94d1268f99204038d28af007724a02bedd687c4de3bfe/image.jpg,-37.7775269,144.9974066,"(144.9974066, -37.7775269)",490 ,rent,Apartment
"27-33 Avoca Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435398311,"26/27-33 Avoca Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/3af94349db6b3410a6d744d3a1ebe233c797991bd4e3147a9a28557f3ceaa7c2/image.jpg,-37.8373882,144.9893713,"(144.9893713, -37.8373882)",450 ,rent,Apartment
"94 Howard St, North Melbourne, Vic 3051",https://www.realestate.com.au/property-house-vic-north+melbourne-435398215,"94 Howard St, North Melbourne, Vic 3051",3,1,1,0,https://i2.au.reastatic.net/{size}/91f4326ab41daad51e02d632689b6107565982311627cd028571b80492361ab8/image.jpg,-37.8045818,144.9537973,"(144.9537973, -37.8045818)",1050 ,rent,House
"197 Victoria Parade, Fitzroy, Vic 3065",https://www.realestate.com.au/property-house-vic-fitzroy-435398207,"197 Victoria Parade, Fitzroy, Vic 3065",3,2,2,0,https://i2.au.reastatic.net/{size}/bc5ab8367bbbd56937400b912b84d357c87f05793a8e6d127bfa76b383cf9a15/image.jpg,-37.8083228,144.9788106,"(144.9788106, -37.8083228)",950 ,rent,House
"31 York Street, Prahran, Vic 3181",https://www.realestate.com.au/property-house-vic-prahran-435398155,"31 York Street, Prahran, Vic 3181",2,1,0,0,https://i2.au.reastatic.net/{size}/9ab691a13906c1d1139904f77e9c3a14fda97e7265a13cf25c1fb26035c77535/image.jpg,-37.8488552,144.9984721,"(144.9984721, -37.8488552)",800 ,rent,House
"80 Blessington Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435398047,"2/80 Blessington Street, St Kilda, Vic 3182",2,1,0,0,https://i2.au.reastatic.net/{size}/3d9fe249c4bf5f85eafb11e23bd36b8f327677b8dbe968538a94181485c867c2/image.jpg,-37.8690044,144.9842327,"(144.9842327, -37.8690044)",475 ,rent,Apartment
"192A Bridge Rd,, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435397979,"192A Bridge Rd,, Richmond, Vic 3121",2,1,0,0,https://i2.au.reastatic.net/{size}/1b9fab1ab90356cbca034120d282080806f257a3ba1e0ce40532c8c1f73bc345/image.jpg,-37.8185288,144.9969176,"(144.9969176, -37.8185288)",475 ,rent,Apartment
"15 Batman Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-435297343,"1304/15 Batman Street, West Melbourne, Vic 3003",2,1,1,1,https://i2.au.reastatic.net/{size}/f857118ba7811b73491cf351aa78837b9869c1e93ad3a060e085590bc6cde9da/image.jpg,-37.81093425,144.9523513,"(144.9523513352168, -37.81093425)",600 ,rent,Apartment
"10 Abbotsford Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-house-vic-abbotsford-435397863,"10 Abbotsford Street, Abbotsford, Vic 3067",2,1,0,0,https://i2.au.reastatic.net/{size}/cd4a333427264464ad62f8fe8f64aae83a7f0b2904d69bfadd1aec31fe73e513/image.jpg,-37.8018656,144.9996082,"(144.9996082, -37.8018656)",600 ,rent,House
"14-16  The Esplanade, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-434917467,"2802/14-16  The Esplanade, St Kilda, Vic 3182",3,3,2,0,https://i2.au.reastatic.net/{size}/5587acf8f7ed97613c4dd1fd461ed61519cdbf58fb6c7d8dd6e0f22f836e58c2/image.jpg,-37.8671208,144.9772756,"(144.9772756, -37.8671208)",1900 ,rent,Apartment
"14 David Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-427287706,"518/14 David Street, Richmond, Vic 3121",2,1,1,1,https://i2.au.reastatic.net/{size}/7033b479526d7805d53b827b899d82a23665eea7e1fff2425070b95b5d6f6a1c/image.jpg,-37.8147977,145.0118159,"(145.0118159, -37.8147977)",520 ,rent,Apartment
"15 Woodhead Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-435296731,"15 Woodhead Street, Fitzroy North, Vic 3068",3,1,0,0,https://i2.au.reastatic.net/{size}/09eaccf2d2cf6c7ed951c813dec6b56e6418deb72face92ed1c3dc66362bed98/image.jpg,-37.7839771,144.98672,"(144.98672, -37.7839771)",1350 ,rent,House
"181 Fitzroy St, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435396839,"418/181 Fitzroy St, St Kilda, Vic 3182",1,1,0,0,https://i2.au.reastatic.net/{size}/029ad7ef902965594e06a34126811d856eddcaefe0c5827f135f396524e77313/image.jpg,-37.857768,144.9813995,"(144.9813994509854, -37.857768)",600 ,rent,Apartment
"3-5 St Kilda Road, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435296551,"2301/3-5 St Kilda Road, St Kilda, Vic 3182",2,2,2,0,https://i2.au.reastatic.net/{size}/eece904a4a857677bea6fd7da29d6ad68d3929200c5e16fa579596d3f9c3d429/image.jpg,-37.8587677,144.9831076,"(144.98310759454694, -37.8587677)",900 ,rent,Apartment
"15-31 Batman Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-435296543,"701/15-31 Batman Street, West Melbourne, Vic 3003",2,1,1,0,https://i2.au.reastatic.net/{size}/c7fa7d719c1158e2a4991ff3c5ef513751cf1663b97e291edd1cc2dbd6c93171/image.jpg,-37.8112681,144.9494013,"(144.9494013, -37.8112681)",590 ,rent,Apartment
"488 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-435396803,"963/488 Swanston Street, Carlton, Vic 3053",3,1,0,0,https://i2.au.reastatic.net/{size}/70570348fa19ba58770fc9cd8bd5196e6ab8da7a34db4996ba7c464d72d0bf8b/image.jpg,-37.80541759,144.9633044,"(144.96330437142856, -37.80541758571429)",420 ,rent,Apartment
"8 Pearl River Road, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435296067,"F20/8 Pearl River Road, Docklands, Vic 3008",1,1,0,0,https://i2.au.reastatic.net/{size}/9e9dd4f0ecb6a23f9ec5b3305279f9f7dcdf951f84413b86e8e3e6b815540e98/image.jpg,-37.8136377,144.9373257,"(144.9373257, -37.8136377)",480 ,rent,Apartment
"77 River Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-434916627,"1112/77 River Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/1753e7ebb7c3a640ad4e4d8778970fa4c6c78f95195226a8f883d6fb97577b40/image.jpg,-37.8359073,144.9979342,"(144.9979342, -37.8359073)",580 ,rent,Apartment
"77 River Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-unit-vic-south+yarra-419733426,"20/77 River Street, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/45c6825db91c06e66af0b99d6b5b533cfc5f852ed60b0396d17a79319f7a2629/image.jpg,-37.8359073,144.9979342,"(144.9979342, -37.8359073)",480 ,rent,Unit
"8 Carroll Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435293187,"G01/8 Carroll Street, Richmond, Vic 3121",1,1,1,0,https://i2.au.reastatic.net/{size}/bbcfe1db26d2198704e6bd5f3062153ec6d4fc04c134f1f3327b7d8856c59bd1/image.jpg,-37.8233941,144.994292,"(144.994292, -37.8233941)",465 ,rent,Apartment
"283 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435396819,"3707/283 City Road, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/08a65b319274c841999b4a5cfda238394097f7f6d68c7f369fe38d848f46d949/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",420 ,rent,Apartment
"650 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-435396779,"11B/650 Swanston Street, Carlton, Vic 3053",2,1,1,0,https://i2.au.reastatic.net/{size}/7bc6199d1ae7fa48ddc2b2c435e41fe04f4775f03ff7d7e4a1b5e95c68bd5699/image.jpg,-37.8014019,144.9640363,"(144.9640363, -37.8014019)",480 ,rent,Apartment
"105 Clarendon Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435396731,"2905/105 Clarendon Street, Southbank, Vic 3006",2,1,0,0,https://i2.au.reastatic.net/{size}/54fd93f042aeb23f3a7c5248e14a5891456066c791732b6780b8451a611d5cdf/image.jpg,-37.8244678,144.9565472,"(144.9565472, -37.8244678)",600 ,rent,Apartment
"63 Whiteman Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435396719,"2308/63 Whiteman Street, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/85c853356f7306ddd9c4e62e73e922ff41c9f3cdc253acb0d409417f375d4756/image.jpg,-37.825877,144.956901,"(144.956901, -37.825877)",445 ,rent,Apartment
"50 Moor Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-townhouse-vic-fitzroy-435396687,"3/50 Moor Street, Fitzroy, Vic 3065",2,1,1,0,https://i2.au.reastatic.net/{size}/7d15a603047ab4d904026c94ce14c88fe5b34fc2506834d3467aa2bb56294ff9/image.jpg,-37.8017157,144.9790334,"(144.9790334, -37.8017157)",650 ,rent,Townhouse
"45 Claremont Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-434704459,"403/45 Claremont Street, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/fa7d4be66b7251c08aba9beb64b48aeec2e78b80e8a18488ee0a7b6f111a080d/image.jpg,-37.8377585,144.9938493,"(144.9938493, -37.8377585)",360 ,rent,Apartment
"22-28 Nicholson St, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-townhouse-vic-fitzroy+north-435295311,"G08/22-28 Nicholson St, Fitzroy North, Vic 3068",3,2,2,0,https://i2.au.reastatic.net/{size}/b82f5ef2d7b31877cedbff36b1492e7e483e662e471e7ef569ec87679a92f75d/image.jpg,-37.7801986,144.978195,"(144.978195, -37.7801986)",900 ,rent,Townhouse
"80 Clarendon Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435396367,"607/80 Clarendon Street, Southbank, Vic 3006",2,1,1,0,https://i2.au.reastatic.net/{size}/236b2d569d94d41ef7a2ba3d2cb34ab690d477d901751f0f63e1d99030120f3f/image.jpg,-37.8244678,144.9565472,"(144.9565472, -37.8244678)",675 ,rent,Apartment
"4 Marne Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435396155,"1/4 Marne Street, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/d2b3d6ace31dc62a1207d5bc79c13768ef8c77a47c4087c7813bd56bfca6fa1b/image.jpg,-37.8364502,144.983903,"(144.983903, -37.8364502)",415 ,rent,Apartment
"47 Campbell Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-house-vic-collingwood-429628522,"47 Campbell Street, Collingwood, Vic 3066",2,1,0,0,https://i2.au.reastatic.net/{size}/796854f88c504a165ca0459afe282e7c7722f53a5a11f944f22f3dda1f40cd0b/image.jpg,-37.8032087,144.9890452,"(144.9890452, -37.8032087)",650 ,rent,House
"15-31 Batman Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-435294843,"1903/15-31 Batman Street, West Melbourne, Vic 3003",2,2,1,0,https://i2.au.reastatic.net/{size}/4156b2c0ed864771fdaf33de50efc489d04e27099893f9659ea35754a5c3b7ee/image.jpg,-37.8112681,144.9494013,"(144.9494013, -37.8112681)",570 ,rent,Apartment
"33 Clarke Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-430348014,"1004/33 Clarke Street, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/7e9963caef6a4438c7057126ebbcf343d753898da56de389e2dcff545e0d1a69/image.jpg,-37.8261037,144.9588015,"(144.9588015, -37.8261037)",350 ,rent,Apartment
"26 Church Street, Parkville, Vic 3052",https://www.realestate.com.au/property-house-vic-parkville-435395675,"26 Church Street, Parkville, Vic 3052",2,1,0,0,https://i2.au.reastatic.net/{size}/162f6633fc1f950ba1605fe42fd2b459a9618e01e0cc7f267a8c5ddc85e3161f/image.jpg,-37.7876249,144.9420107,"(144.9420107, -37.7876249)",580 ,rent,House
"361 Royal Parade, Parkville, Vic 3052",https://www.realestate.com.au/property-apartment-vic-parkville-435294235,"21/361 Royal Parade, Parkville, Vic 3052",1,1,1,0,https://i2.au.reastatic.net/{size}/53afb13bad66473be372224af33346ab25884a6381cdc583217de80da30c0fe6/image.jpg,-37.78509754,144.959008,"(144.95900798787878, -37.78509753636364)",380 ,rent,Apartment
"265 Westgarth Street, Northcote, Vic 3070",https://www.realestate.com.au/property-house-vic-northcote-434702743,"265 Westgarth Street, Northcote, Vic 3070",3,1,1,0,https://i2.au.reastatic.net/{size}/9640a011751eb296a724ac96cf0decd1aed4051b4fe3dec0099f5637f729c320/image.jpg,-37.7820439,145.004897,"(145.004897, -37.7820439)",700 ,rent,House
"222 Walsh Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435395495,"5/222 Walsh Street, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/12261771b58108dc8ce79b667757f2f757aff81aceba7eb1e488f13ca625bcb3/image.jpg,-37.8352794,144.9853165,"(144.9853165, -37.8352794)",330 ,rent,Apartment
